SubjID,Run,Order,Onset,Duration,Condition,Flip,Sentence
debug,2,67,6.58999999999924,6,,,Melissa Oval is shaking Kyle Square. (Agent highlight)
debug,2,67,6.81999999999925,0.004,,,N/A
debug,2,67,6.82399999999916,6,,,Melissa Oval is shaking Kyle Square. (Agent highlight)
debug,2,67,7.05399999999918,6,,,Kyle Square is shaking Lily Triangle. (Patient highlight)
debug,2,67,7.2839999999992,0.008,,,N/A
debug,2,67,7.29199999999901,6,,,Kyle Square is shaking Lily Triangle. (Patient highlight)
debug,2,67,7.52199999999903,6,,,Lily Triangle is being rolled by Kyle Square. (Patient highlight)
debug,2,67,7.75199999999904,0.01,,,N/A
debug,2,67,7.76199999999926,6,,,Lily Triangle is being rolled by Kyle Square. (Patient highlight)
debug,2,67,7.99199999999928,0.012,,,N/A
debug,2,67,8.00399999999945,6,,,Zach Star is balancing Melissa Oval. (Patient highlight)
debug,2,67,8.23399999999947,0.01,,,N/A
debug,2,67,8.24399999999969,6,,,Zach Star is balancing Melissa Oval. (Patient highlight)
debug,2,67,8.47399999999971,0.008,,,N/A
debug,2,67,8.48199999999952,6,,,Melissa Oval is shaking Kyle Square. (Patient highlight)
debug,2,67,8.71199999999953,0.006,,,N/A
debug,2,67,8.71799999999939,6,,,Melissa Oval is shaking Kyle Square. (Patient highlight)
debug,2,67,8.94799999999941,0.004,,,N/A
debug,2,67,8.95199999999932,6,,,Kyle Square is being bounced by Zach Star. (Agent highlight)
debug,2,67,9.18199999999933,0.002,,,N/A
debug,2,67,9.18399999999929,6,,,Kyle Square is being bounced by Zach Star. (Agent highlight)
debug,2,67,9.41399999999931,0.008,,,N/A
debug,2,67,9.42199999999912,6,,,Kyle Square is being rolled by Zach Star. (Agent highlight)
debug,2,67,9.65199999999913,0.002,,,N/A
debug,2,67,9.65399999999909,6,,,Kyle Square is bouncing Zach Star. (Agent highlight)
debug,2,67,9.88399999999911,0.008,,,N/A
debug,2,67,9.89199999999892,6,,,Kyle Square is bouncing Zach Star. (Agent highlight)
debug,2,67,10.1219999999989,0.014,,,N/A
debug,2,67,10.1359999999991,6,,,Melissa Oval is rolling Kyle Square. (Patient highlight)
debug,2,67,10.3659999999991,0.006,,,N/A
debug,2,67,10.3719999999989,6,,,Melissa Oval is rolling Kyle Square. (Patient highlight)
debug,2,67,10.601999999999,0.012,,,N/A
debug,2,67,10.6139999999991,6,,,Melissa Oval is bouncing Lily Triangle. (Patient highlight)
debug,2,67,10.8439999999991,0.01,,,N/A
debug,2,67,10.8539999999994,6,,,Melissa Oval is bouncing Lily Triangle. (Patient highlight)
debug,2,67,11.0839999999994,0.004,,,N/A
debug,2,67,11.0879999999993,6,,,Kyle Square is being bounced by Melissa Oval. (Agent highlight)
debug,2,67,11.3179999999993,0.018,,,N/A
debug,2,67,11.3359999999993,6,,,Kyle Square is being bounced by Melissa Oval. (Agent highlight)
debug,2,67,11.5659999999993,0.006,,,N/A
debug,2,67,11.5719999999992,6,,,Melissa Oval is being rolled by Zach Star. (Patient highlight)
debug,2,67,11.8019999999992,6,,,Kyle Square is being bounced by Zach Star. (Patient highlight)
debug,2,67,12.0319999999992,0.018,,,N/A
debug,2,67,12.0499999999993,6,,,Kyle Square is being bounced by Zach Star. (Patient highlight)
debug,2,67,12.2799999999993,0.01,,,N/A
debug,2,67,12.2899999999995,6,,,Melissa Oval is being balanced by Lily Triangle. (Patient highlight)
debug,2,67,12.5199999999995,0.008,,,N/A
debug,2,67,12.5279999999993,6,,,Melissa Oval is being balanced by Lily Triangle. (Patient highlight)
debug,2,67,12.7579999999994,0.008,,,N/A
debug,2,67,12.7659999999992,6,,,Kyle Square is balancing Zach Star. (Agent highlight)
debug,2,67,12.9959999999992,6,,,Zach Star is stopping Lily Triangle. (Patient highlight)
debug,2,67,13.2259999999992,6,,,Zach Star is stopping Lily Triangle. (Patient highlight)
debug,2,67,13.4559999999992,0.006,,,N/A
debug,2,67,13.4619999999991,6,,,Lily Triangle is stopping Kyle Square. (Agent highlight)
debug,2,67,13.6919999999991,0.014,,,N/A
debug,2,67,13.7059999999992,6,,,Kyle Square is being shaken by Zach Star. (Agent highlight)
debug,2,67,13.9359999999992,0.002,,,N/A
debug,2,67,13.9379999999992,6,,,Kyle Square is being shaken by Zach Star. (Agent highlight)
debug,2,67,14.1679999999992,0.012,,,N/A
debug,2,67,14.1799999999994,6,,,Melissa Oval is being rolled by Lily Triangle. (Agent highlight)
debug,2,67,14.4099999999994,0.008,,,N/A
debug,2,67,14.4179999999992,6,,,Melissa Oval is being rolled by Lily Triangle. (Agent highlight)
debug,2,67,14.6479999999992,0.004,,,N/A
debug,2,67,14.6519999999991,6,,,Melissa Oval is bouncing Lily Triangle. (Agent highlight)
debug,2,67,14.8819999999992,0.01,,,N/A
debug,2,67,14.8919999999994,6,,,Melissa Oval is bouncing Lily Triangle. (Agent highlight)
debug,2,67,15.1219999999994,6,,,Lily Triangle is shaking Zach Star. (Agent highlight)
debug,2,67,15.3519999999994,6,,,Lily Triangle is shaking Zach Star. (Agent highlight)
debug,2,67,15.5819999999994,0.014,,,N/A
debug,2,67,15.5959999999995,6,,,Lily Triangle is being bounced by Zach Star. (Patient highlight)
debug,2,67,15.8259999999996,0.008,,,N/A
debug,2,67,15.8339999999994,6,,,Lily Triangle is being bounced by Zach Star. (Patient highlight)
debug,2,67,16.0639999999994,6,,,Melissa Oval is being stopped by Lily Triangle. (Agent highlight)
debug,2,67,16.2939999999994,0.006,,,N/A
debug,2,67,16.2999999999993,6,,,Melissa Oval is being stopped by Lily Triangle. (Agent highlight)
debug,2,67,16.5299999999993,0.004,,,N/A
debug,2,67,16.5339999999992,6,,,Melissa Oval is balancing Lily Triangle. (Agent highlight)
debug,2,67,16.7639999999992,0.018,,,N/A
debug,2,67,16.7819999999992,6,,,Melissa Oval is balancing Lily Triangle. (Agent highlight)
debug,2,67,17.0119999999993,0.01,,,N/A
debug,2,67,17.0219999999995,6,,,Melissa Oval is being rolled by Zach Star. (Agent highlight)
debug,2,67,17.2519999999995,0.002,,,N/A
debug,2,67,17.2539999999995,6,,,Melissa Oval is being rolled by Zach Star. (Agent highlight)
debug,2,67,17.4839999999995,6,,,Kyle Square is being balanced by Zach Star. (Patient highlight)
debug,2,67,17.7139999999995,0.002,,,N/A
debug,2,67,17.7159999999994,6,,,Kyle Square is being balanced by Zach Star. (Patient highlight)
debug,2,67,17.9459999999995,0.008,,,N/A
debug,2,67,17.9539999999993,6,,,Melissa Oval is balancing Kyle Square. (Agent highlight)
debug,2,67,18.1839999999993,0.03,,,N/A
debug,2,67,18.2139999999995,6,,,Melissa Oval is balancing Kyle Square. (Agent highlight)
debug,2,67,18.4439999999995,6,,,Zach Star is being stopped by Lily Triangle. (Agent highlight)
debug,2,67,18.6739999999995,0.01,,,N/A
debug,2,67,18.6839999999997,6,,,Zach Star is being stopped by Lily Triangle. (Agent highlight)
debug,2,67,18.9139999999998,0.006,,,N/A
debug,2,67,18.9199999999996,6,,,Lily Triangle is bouncing Zach Star. (Agent highlight)
debug,2,67,19.1499999999996,6,,,Lily Triangle is bouncing Zach Star. (Agent highlight)
debug,2,67,19.3799999999997,6,,,Kyle Square is being balanced by Lily Triangle. (Patient highlight)
debug,2,67,19.6099999999997,0.002,,,N/A
debug,2,67,19.6119999999996,6,,,Kyle Square is being balanced by Lily Triangle. (Patient highlight)
debug,2,67,19.8419999999996,6,,,Lily Triangle is shaking Kyle Square. (Agent highlight)
debug,2,67,20.0719999999997,0.004,,,N/A
debug,2,67,20.0759999999996,6,,,Lily Triangle is shaking Kyle Square. (Agent highlight)
debug,2,67,20.3059999999996,0.006,,,N/A
debug,2,67,20.3119999999994,6,,,Zach Star is bouncing Melissa Oval. (Patient highlight)
debug,2,67,20.5419999999995,0.012,,,N/A
debug,2,67,20.5539999999996,6,,,Zach Star is bouncing Melissa Oval. (Patient highlight)
debug,2,67,20.7839999999997,0.002,,,N/A
debug,2,67,20.7859999999996,6,,,Lily Triangle is bouncing Kyle Square. (Agent highlight)
debug,2,67,21.0159999999996,0.004,,,N/A
debug,2,67,21.0199999999995,6,,,Lily Triangle is bouncing Kyle Square. (Agent highlight)
debug,2,67,21.2499999999995,0.022,,,N/A
debug,2,67,21.2719999999995,6,,,Lily Triangle is being shaken by Zach Star. (Agent highlight)
debug,2,67,21.5019999999995,6,,,Lily Triangle is being shaken by Zach Star. (Agent highlight)
debug,2,67,21.7319999999995,0.004,,,N/A
debug,2,67,21.7359999999994,6,,,Kyle Square is bouncing Zach Star. (Patient highlight)
debug,2,67,21.9659999999994,0.002,,,N/A
debug,2,67,21.9679999999994,6,,,Lily Triangle is being shaken by Zach Star. (Patient highlight)
debug,2,67,22.1979999999994,0.002,,,N/A
debug,2,67,22.1999999999994,6,,,Lily Triangle is being shaken by Zach Star. (Patient highlight)
debug,2,67,22.4299999999994,0.014,,,N/A
debug,2,67,22.4439999999995,6,,,Kyle Square is bouncing Melissa Oval. (Patient highlight)
debug,2,67,22.6739999999995,0.002,,,N/A
debug,2,67,22.6759999999995,6,,,Kyle Square is bouncing Melissa Oval. (Patient highlight)
debug,2,67,22.9059999999995,0.002,,,N/A
debug,2,67,22.9079999999994,6,,,Lily Triangle is bouncing Melissa Oval. (Patient highlight)
debug,2,67,23.1379999999995,0.004,,,N/A
debug,2,67,23.1419999999994,6,,,Lily Triangle is bouncing Melissa Oval. (Patient highlight)
debug,2,67,23.3719999999994,6,,,Zach Star is being stopped by Melissa Oval. (Patient highlight)
debug,2,67,23.6019999999994,0.032,,,N/A
debug,2,67,23.6339999999996,6,,,Zach Star is being stopped by Melissa Oval. (Patient highlight)
debug,2,67,23.8639999999996,0.002,,,N/A
debug,2,67,23.8659999999995,6,,,Zach Star is being rolled by Kyle Square. (Patient highlight)
debug,2,67,24.0959999999995,0.006,,,N/A
debug,2,67,24.1019999999994,6,,,Melissa Oval is stopping Kyle Square. (Agent highlight)
debug,2,67,24.3319999999994,0.004,,,N/A
debug,2,67,24.3359999999993,6,,,Lily Triangle is rolling Zach Star. (Patient highlight)
debug,2,67,24.5659999999993,6,,,Lily Triangle is rolling Zach Star. (Patient highlight)
debug,2,67,24.7959999999994,0.004,,,N/A
debug,2,67,24.7999999999993,6,,,Lily Triangle is being stopped by Kyle Square. (Patient highlight)
debug,2,67,25.0299999999993,0.018,,,N/A
debug,2,67,25.0479999999993,6,,,Lily Triangle is being stopped by Kyle Square. (Patient highlight)
debug,2,67,25.2779999999993,6,,,Lily Triangle is being stopped by Melissa Oval. (Patient highlight)
debug,2,67,25.5079999999994,6,,,Lily Triangle is being stopped by Melissa Oval. (Patient highlight)
debug,2,67,25.7379999999994,0.006,,,N/A
debug,2,67,25.7439999999992,6,,,Zach Star is rolling Lily Triangle. (Patient highlight)
debug,2,67,25.9739999999993,0.006,,,N/A
debug,2,67,25.9799999999991,6,,,Zach Star is rolling Lily Triangle. (Patient highlight)
debug,2,67,26.2099999999991,0.002,,,N/A
debug,2,67,26.2119999999991,6,,,Melissa Oval is rolling Zach Star. (Agent highlight)
debug,2,67,26.4419999999991,0.002,,,N/A
debug,2,67,26.4439999999991,6,,,Melissa Oval is rolling Zach Star. (Agent highlight)
debug,2,67,26.6739999999991,6,,,Lily Triangle is being balanced by Zach Star. (Patient highlight)
debug,2,67,26.9039999999991,0.006,,,N/A
debug,2,67,26.9099999999989,6,,,Lily Triangle is being balanced by Zach Star. (Patient highlight)
debug,2,67,27.139999999999,0.004,,,N/A
debug,2,67,27.1439999999989,6,,,Melissa Oval is being stopped by Zach Star. (Agent highlight)
debug,2,67,27.3739999999989,0.004,,,N/A
debug,2,67,27.3779999999988,6,,,Melissa Oval is being stopped by Zach Star. (Agent highlight)
debug,2,67,27.6079999999988,0.006,,,N/A
debug,2,67,27.6139999999987,6,,,Kyle Square is being balanced by Lily Triangle. (Agent highlight)
debug,2,67,27.8439999999987,0.006,,,N/A
debug,2,67,27.8499999999985,6,,,Kyle Square is being rolled by Zach Star. (Patient highlight)
debug,2,67,28.0799999999986,0.002,,,N/A
debug,2,67,28.0819999999985,6,,,Lily Triangle is being bounced by Zach Star. (Agent highlight)
