SubjID,List,Run,Order,TrialNum,ItemNum,Condition,Type1,Type1_sameconstr,Type2,Type3,Onset,Response,RT,Correctness
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,15,15,ActPas_SYNT_SAME,active,0,name-occ,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,16,46,DOPP_SYNT_DIFF,DblObj,1,occ-name,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,17,1,ActPas_SEM_SAME,active,1,name-occ,noun_synon,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,18,19,ActPas_SYNT_SAME,active,0,name-occ,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,19,53,DOPP_SEM_SAME,DblObj,1,name-occ,occup_synon,,,,
pilot3,1,1,1,20,77,DOPP_SEM_SAME,PP,1,name-occ,obj_synon,,,,
pilot3,1,1,1,21,11,ActPas_SYNT_SAME,active,0,name-occ,NA,,,,
pilot3,1,1,1,22,25,ActPas_SEM_SAME,passive,1,name-occ,noun_synon,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,23,41,DOPP_SEM_SAME,DblObj,1,name-occ,occup_synon,,,,
pilot3,1,1,1,24,13,ActPas_SEM_SAME,active,1,name-occ,noun_synon,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,25,69,DOPP_SEM_SAME,PP,1,name-occ,obj_synon,,,,
pilot3,1,1,1,26,78,DOPP_SYNT_DIFF,PP,0,occ-name,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,27,67,DOPP_SYNT_SAME,PP,0,name-occ,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,28,50,DOPP_SYNT_DIFF,DblObj,1,occ-name,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,29,55,DOPP_SYNT_SAME,DblObj,0,name-occ,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,30,28,ActPas_SEM_DIFF,passive,1,occ-name,verb_switch,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,31,71,DOPP_SYNT_SAME,PP,0,name-occ,NA,,,,
pilot3,1,1,1,32,47,DOPP_SYNT_SAME,DblObj,0,name-occ,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,33,38,ActPas_SYNT_DIFF,passive,1,occ-name,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,34,33,ActPas_SEM_SAME,passive,1,name-occ,noun_synon,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,35,30,ActPas_SYNT_DIFF,passive,0,occ-name,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,36,34,ActPas_SYNT_DIFF,passive,1,occ-name,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,37,63,DOPP_SYNT_SAME,PP,0,name-occ,NA,,,,
pilot3,1,1,1,38,32,ActPas_SEM_DIFF,passive,1,occ-name,noun_switch,,,,
pilot3,1,1,1,39,20,ActPas_SEM_DIFF,active,1,occ-name,noun_switch,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
pilot3,1,1,1,40,2,ActPas_SYNT_DIFF,active,1,occ-name,NA,,,,
pilot3,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
